 Exit,2018,4,"Gang Soo (Choi Tae Joon) had a miserable childhood. His father was physically abusive and his mother ran away from their home. Gang Soo then became responsible for his father’s debt. This is how he became to know loan shark Tae Bok (Park Ho San). Now Gang Soo works for the loan shark. For the first time in his life, he feels happiness because of Sun Young (Jeon Soo Jin). But, Sun Young is the girlfriend of loan shark Tae Bok. Gang Soo falls into further despair. He then happens to see a leaflet with the message “Do you want to be happy?”",[],""" Melodrama, Family""",,
 KBS 드라마 스페셜 2023 / 2023 KBS Drama Special,2023,10,"2023 KBS Drama Special:E01. 극야 / No Path BackA story about a salesman in beverage distribution who makes the wrong decision to better his life.E02. 반쪽짜리 거짓말 / Half LiesA coming-of-age story of 10-year-old Doo Ri who lies to hide the divorce of his parents and people around him.E03. 도현의 고백 / Shoot for LoveThe story of “12SunnyuFS”, the female amateur futsal team who becomes one through the sport.E04. 우리들이 있었다 / Anyone, AnywhereThe story of the victim, perpetrator, and bystanders surrounding the death due to school bullying.E05. 폭염주의보 / Dog Days of SummerA story about 14-year-olds who go through puberty as hot as Daegu in the heat of the 2002 World Cup.E06. 마님은 왜 마당쇠에게 고기를 주었나 / The True Love of MadamA rom-com that starts with a seonbi scholar who witnesses the secret rendezvous of his wife and his servant.E07. 고백공격 / Love AttackA rom-com about a love confession made by a boy who uses the opportunity to be at the top of the class.E08. 오버랩 나이프, 나이프 / Overlap Knife, KnifeA story about two people turning back time to protect their loved ones.E09. 그림자 고백 / Behind The ShadowsAlthough destined in their own ways, three young people fall feverishly in love for the first time.E10. 수운잡방 / Joseon ChefsKim Yu fails the national exams and meets Gye Am, the self-acclaimed best chef to walk the true path of life.",[],""" Drama""",,
 KBS 드라마 스페셜 2024 / 2024 KBS Drama Special,2024,5,"2024 KBS Drama Special:E01. 사관은 논한다 / The History of UsThe crown prince who seeks to erase history, and a historian who tries to stop him and go against it.E02. 핸섬을 찾아라 / Finding HandsomeThe journey of a disbanded unknown idol member who dreams of making a comeback and searches for the missing former member, Handsome.E03. 영복, 사치코 / The Two WomenTo go through a period of turbulence, Young Bok literally does anything to make a living. During such hard times, her husband, who she never met, comes back home with a pregnant woman named Sachiko.E04. 모퉁이를 돌면 / The Road in BetweenSeo Hu, a member of a street-view shooting team, is struggling after a one-sided breakup with Se Yeon. After Eun Ha’s father goes missing, she asks for help from her neighbor, Seo Hu, to find him. They embark on a journey that will heal their wounds and lead to a new love.E05. 발바닥이 뜨거워서 / To My Lonely SisterNo Eul has never left her room for three years because of depression and anthropophobia. Since their father has to go away for a long time because of work, Ha Neul has to take care of her sister. But for her birthday, Ha Neul decides to go to Jeju Island to see her friend. But things just don’t work as she hopes.",[],""" Drama""",,
 LTNS,2024,6,"The days of burning with sexual desire and lusting after each other’s bodies are long gone, and Woo-jin and Samuel have evolved into a somewhat withered couple, both physically and emotionally. By coincidence, they find themselves forming a blackmail team that specializes in exposing cheating couples, seeking an opportunity to turn their lives around.","[""Esom as Woo Jin"", ""Ahn Jae Hong as Samuel""]",""" Comedy""",,
 Mr. 플랑크톤 / 浮游先生 / Mr. Plankton,2024,10,"A man plagued by misfortune and his ex, the unluckiest bride-to-be, are forced to accompany one another on the final journey of his life.","[""Woo Do Hwan as Hae Jo"", ""Lee You Mi as Jo Jae Mi"", ""Oh Jung Se as Eo Heung"", ""Kim Hae Sook as Beom Ho Ja""]",""" Comedy, Romance""",,
 ONE : 하이스쿨 히어로즈 / ONE: High School Heroes,2025,8,"Kim Ui Gyeom is the top student at his school. He is a modest student and stays far away from violence. He suffers from his father, Kim Seok Tae’s, oppression. Kim Seok Tae is a successful businessman, and he appears to be a gentle father and husband, but he is actually strict and administers harsh discipline to his son in order to make him a doctor.One day, Kim Ui Gyeom unleashes his natural fighting talent at school. Kang Yun Gi, with the ability to quickly judge situations and possessing excellent fighting skills himself, is a student at the same school. He notices Kim Ui Gyeom’s fighting talent. They form a masked High School Heroes team. Hiding his real intention, Kang Yun Gi leads Kim Ui Gyeom to the fighting world. Kim Ui Gyeom unleashes his fury, taking down the bullies at school one by one.","[""Lee Jung Ha as Kim Eui Gyeom"", ""Kim Do Wan as Kang Yun Gi""]",""" Action, Youth""",,
 SKY 캐슬 / SKY Castle,2018,20,"The drama is set in a four-story apartment building in Seoul’s suburbs, which is inhabited by some professionals such as judges, prosecutors, doctors, professors and their wives.It will depict their efforts to have their children admitted into good universities. Some grew up in families with many generations of doctors or lawyers. Thus, their ambitions will be shown with comedy and realism.",[],""" Family, Comedy""",,
 S라인 / S Line,2025,6,"The show will tell the story of a mysterious red line that appears above people’s heads, connecting them to those they’ve had sexual relations with. Han Ji Uk is a detective who wants to discover the truth about the mysterious red line. Lee Gyu Jin is a quirky high school teacher, and Sin Hyeon Hop is a high school student who has been able to see the red line since birth.","[""Lee Soo Hyuk as Han Ji Uk"", ""Lee Da Hee as Lee Gyu Jin"", ""A Rin as Sin Hyeon Hop"", ""Lee Eun Saem as Kang Seon A""]",""" Fantasy, Thriller""",,
 VIP,2019,16,"Jung Sun is a competent and successful career woman who works as a deputy manager at Sung Woon Department Store. Her job as a member of the VIP Management Team is to satisfy their top one percent of customers who are the special VIPs and VVIPs. Not only is she professional at work, but she has a happy household with a wonderful husband, Sung Jun. However, one day she receives an anonymous text message. It says that her romantic husband is having an affair with someone at the office. Anxious to lose everything she has, she desperately studies the office and her co-workers to find out the woman Sung Jun is seeing. In the course of events, secrets behind each of the workers at the VIP Management Team are revealed. Will Jung Sun find out the truth behind the anonymous text message?","[""Jang Na Ra as Na Jung Sun"", ""Lee Sang Yoon as Park Sung Joon"", ""Lee Chung Ah as Lee Hyun Ah""]",""" Mystery, Melodrama""",,
 YG 전략자료본부 / YG Future Strategy Office,2018,8,"K-pop star Seungri, BIGBANG’s youngest member, tries to lead a team of bumbling staff at YG’s Future Strategy Office in this mockumentary sitcom.",[],""" Comedy, Sitcom, Mockumentary""",,
 옐로우 / Yellow,2017,10,“Yellow” a drama picturing youths’ deep troubles in their dream and love.,[],""" Music, Romance, Youth""",,
 가면 / Mask,2015,20,"Desperate to distance herself from her father’s crippling debt, Byun Ji Sook (Soo Ae) begins to pose as Seo Eun Ha (Soo Ae), a wealthy socialite with an eerie resemblance to Ji Sook. While playing her new role, she has a chance meeting with Min Woo (Joo Ji Hoon), a cynical CEO desperate to escape his privileged world. Invigorated by her atypical “rich girl” personality, Min Woo quickly falls for “Eun Ha,” but how long can Ji Sook keep up the charades before Min Woo discovers she’s an impostor?","[""Soo Ae as Byun Ji Sook / Eun Ha"", ""– Choi Ji Won as Eun Ha (young)"", ""Joo Ji Hoon as Choi Min Woo"", ""– Jun Jin Seo as Min Woo (young)"", ""Yun Jung Hoon as Min Suk Hoon"", ""Yoo In Young as Choi Mi Yun""]",""" Romance, Melodrama""",,
 가면의 여왕 / Queen of Masks,2023,16,"Do Jae Yi (Kim Sun Ah) is a human rights lawyer who has built up a large following on social media. She has a reputation for defending the vulnerable and victims of sexual crime. Ten years ago, she was the victim of a terrible, haunting crime. Now, she has become a veritable “queen of masks.” To most of the world, she is a paragon of justice. But behind closed doors, she is exploiting a corrupt politician. And she is secretly helping the current mayor to get out of messy situations – as part of her own plan to become the next mayor.Do Jae Yi is friends with two powerful women. The first is Joo Yoo Jung (Shin Eun Jung), the director of an influential arts foundation. The second is the hard-working and ambitious Yoon Hae Mi (Yoo Sun), who worked her way up from the bottom at a prestigious hotel to the position of Vice President. The three women’s former friend, Go Yoo Na (Oh Yoon Ah) feels she was betrayed by the rest of the women. She moved to the USA in a bid to start her life again. But when she returns to South Korea in search of her missing daughter, her path crosses with those of her former friends. Could revenge be in the cards when they reunite?","[""Kim Sun Ah as Do Jae Yi"", ""Oh Yoon Ah as Go Yoo Na"", ""Shin Eun Jung as Joo Yoo Jung"", ""Yoo Sun as Yoon Hae Mi""]",""" Thriller, Mystery, Melodrama""",,
 가석방 심사관 이한신 / 假释审查官李韩信 / Parole Examiner Lee,2024,12,"Lee Han Shin (Go Soo), a former lawyer turned parole examiner, is dedicated to preventing inmates from exploiting the parole system through money, connections, or deceit – however, he’s compassionate to people who are unjustly imprisoned, helping them whenever possible. Han Shin teams up with ace detective An Seo Yun (Kwon Yu Ri) and unexpected ally legendary loan shark Choi Hwa Ran (Baek Ji Won) with the ultimate goal of confronting Ji Myeong Seop (Lee Hak Joo), a second-generation family business heir who believes he’s above the law. Can this unlikely group succeed in its battle against corruption?","[""Go Soo as Lee Han Sin"", ""Kwon Yu Ri as An Seo Yun"", ""Baek Ji Won as Choi Hwa Ran"", ""Lee Hak Joo as Ji Myeong Seop""]",""" Mystery, Legal, Crime""",,
 가슴이 뛴다 / HeartBeat,2023,16,"Half-human and half-vampire Seon Woo-hyeol, who was unable to become human due to a one day difference amidst 100 years, starts to live together with Joo In-hae, a woman who has no humane side, and find true warmth.","[""Ok Taec Yeon as Seon Woo Hyeol"", ""Won Ji An as Joo In Hae"", ""Yoon So Hee as Na Hae Won/Yoon Hae Sun"", ""Park Kang Hyun as Shin Do Shik""]",""" Comedy, Romance, Fantasy""",,
 가시리잇고 / Must You Go?,2021,8,"Along with Ureuk and Wang San Ak, Park Yeun is known as one of the three genius musicians. One day, he finds himself stuck in the future and desperately struggles to keep those whom he considers his own people. Min Yu Jeong, a self-raised girl who barely manages to scrape a living, lives a hand-to-mouth life until she meets Park Yeun, who would later fuel her passion to become a singer. The inseparable relationship between the two unfolds before their eyes as they navigate through the gaps among love, passion, and reality.","[""Chani as Park Yeon"", ""Park Jung Yeon as Min Yoo Jung"", ""Lee Seung Hyub as Lee Won"", ""Jian as Jung Do Young""]",""" Romance, Fantasy, Historical""",,
 가우스전자 / Gaus Electronics,2022,12,"Stress is no stranger to the members of Marketing Team 3 of the home appliance department at the Gaus Electronics HQ. The firm is a busy, multinational company, but this is a team that most workers dream of getting out of – and where chaos is no stranger! Some 10 employees make up the team. These include Lee Sang Sik (Kwak Dong Yeon), a man with a positive personality who often misjudges his coworkers’ moods, causing trouble as a result! There is also Cha Na Rae (Go Sung Hee), the hot-tempered assistant manager!Also among their number is Baek Ma Tan (Bae Hyeon Seong), the heir of the owners of Gaus Electronics’ fiercest rival – Power Group. He was born with a silver spoon in his mouth, and has never known hardship. But he shocked his entire family when he decided to join Gaus as a junior employee! His polar opposite is Geon Gang Mi (Kang Min Ah), who comes from more modest origins and has always tried to pull herself up by her bootstraps – pushing herself to succeed at every step (although she does have a tendency to change when she drinks alcohol!). While they seem to have very little in common at first, they slowly begin to form a bond, with possible sparks of romance in the air! Will any of the marketing team succeed in escaping? Or will they eventually find a way to quell the workplace chaos?","[""Kwak Dong Yeon as Lee Sang Shik"", ""Go Sung Hee as Cha Na Rae"", ""Bae Hyun Sung as Baek Ma Tan"", ""Kang Min Ah as Geon Kang Mi""]",""" Comedy, Office""",,
 가족X멜로 / Romance in the House,2024,12,"After his business crashes, a man disappears from his family for 11 years. But when he makes a return as their wealthy landlord, a messy reunion ensues.","[""Ji Jin Hee as Byeon Mu Jin"", ""Kim Jee Soo as Geum Ae Yeon"", ""Son Na Eun as Byeon Mi Rae"", ""Choi Min Ho as Nam Tae Pyeong"", ""Yoon San Ha as Byeon Hyeon Jae""]",""" Romance, Family""",,
 가족계획 / 家族计划 / Family Matters,2024,6,"A group of people possessing special abilities disguise themselves as a family to survive against heinous criminals. Han Yeong Su is a loving mother with a special ability. Baek Cheol Hui is a father who hides his special ability. He has a timid personality, but he loves his wife, Yeong Su, a lot. Baek Gang Seong is a grandfather who shows an abrupt manner, but he cares for his family a lot. Baek Ji Hun and Baek Ji U are 17-year-old brother and sister. Ji Hun has a warm and gentle personality, while Ji U is picky and sensitive.","[""Bae Doo Na as Han Yeong Su"", ""Ryu Seung Beom as Baek Cheol Hui"", ""Baek Yoon Shik as Baek Gang Seong"", ""Lomon as Baek Ji Hun"", ""Lee Su Hyun as Baek Ji U""]",""" Comedy, Thriller, Supernatural""",,
 가족끼리 왜 이래 / What Happens to My Family,2014,53,"Every family has its issues but what happens when the patriarch in the family is not happy with the behaviors of his children? Cha Bong Soon (Yoo Dong Geun) does not intend to just sit back and take bad treatment from his three adult children – Cha Kang Shim (Kim Hyun Joo), Cha Kang Jae (Yoon Park) and Cha Dal Bong (Park Hyung Shik) – and decides to take legal action against them. With such chaos going on in her family, Kang Shim has a tough time focusing on her job as secretary to the president of Daeoh Company and constantly at odds with the president’s son, Moon Tae Joo (Kim Sang Kyung), the company director. Will Tae Joo get sucked into the Cha family drama as well?",[],""" Family, Comedy, Romance""",,
 각시탈 / Bridal Mask,2012,28,"Based on the hit manga series of the same name, Bridal Mask brings viewers to 1930s Korea during the height of Japanese imperialism. Lee Kang To (Joo Won) is an ambitious and callous Korean officer employed by the Japanese colonists. Despite his mother’s disapproval of his work and his own brother’s antagonistic history with the Japanese, Kang To continues to play by the colonist’s rules in hopes of becoming successful and bringing his family out of poverty. However, a mysterious figure wearing a traditional Bridal Mask always seems to get in Kang To’s way. The Bridal Mask appears as a Zorro-like figure who protects the people from the Japanese colonists’ oppression and abuse of power. An unexpected turn events brings Kang To to cross paths with the mysterious Bridal Mask, changing his future and the nation’s history forever.",[],""" Action, Historical, Thriller""",,
 각자의 사정 / Individual Circumstances,2023,8,"Yeon Woo is a director who has made one of the most popular films in the world, but recently has failed to deliver anything of note, leading to a slump in his career. By chance, Yeon Woo pays a visit to a popular web novelist in the hope of adapting his best-selling work, not realizing that the author is the long-lost Woo Jae! Past grievances caused them to part ways, but now that they are reunited, will they be able to resolve their misunderstandings and become each other’s happy endings?","[""Jun.Q as Seong Woo Jae"", ""Han Jung Wan as Ha Yeon Woo"", ""Cha Shi Hyuk""]",""" BL, Romance""",,
